Year,WhenTaking,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,CommentsAboutTrain,NewInformation,AssessmentPre,FeedbackPre,NovicePre,MemoryPre,CognitiveLoadPre,CarpentriesPre,MotivationPre,BackwardsDesignPre,CognitionPre,AssessmentPost,FeedbackPost,NovicePost,MemoryPost,CognitiveLoadPost,CarpentriesPost,MotivationPost,BackwardsDesignPost,CognitionPost,AssessmentMotivation,FeedbackMotivation,NoviceMotivation,MemoryMotivation,CognitiveLoadMotivation,CarpentriesMotivation,Motivation,BackwardsDesignMotivation,CognitionMotivation,LiveCodingBefore,LiveCodingAfter,WebsiteBefore,WebsiteAfter,ConceptMapsBefore,ConceptMapsAfter,MCQBefore,MCQAfter,LearningObjectivesBefore,LearningObjectivesAfter,CompleteTraining,CompleteTrainingOther,Position,PositionOther,Domain,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,DomainOther,WorkshopLocation,Race,RaceOther,Gender,LikelyToRecommend,BestPartComments,ImprovingComments
2018,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,,Most of it,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,Much more motivated,No change in motivation,Much more motivated,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,Yes,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased greatly,"Yes, I understand",,Support staff (including technical support),,,,,,,,,,,,,,,,,,Computer Science,Yes,Asian,,Male,8,#NAME?,#NAME?
2018,"I have just completed the training, and am taking it at the event",Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,N/A - Not covered at this workshop,Knowledge increased a great deal,Knowledge increased a great deal,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,No change in motivation,No change in motivation,N/A - Topic not covered,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,Yes,Confidence increased slightly,No,Confidence increased slightly,No,No change in confidence,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,,High performance computing,,,,,,,,"Planetary sciences (geology, climatology, oceanography, etc.)",,,,,Yes,White,,Male,7,Lots of new bits and pieces we can use to improve training materials.,"The concepts introduced early on (mental models, etc) felt a bit jumpy. There was an early question about mental models the trainer said ""not going to answer the question just yet"" but never really got back to, at least not directly."
2018,"I have just completed the training, and am taking it at the event",Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Just right,Balanced (lecture/hands-on),Often,Often,Often,Often,"communicating via camera for long periods of time was very different... In all honesty, I would have preferred to have the trainers on site. ",About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,N/A - Not covered at this workshop,Knowledge increased a great deal,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,N/A - Topic not covered,More motivated,Yes,No change in confidence,Yes,Confidence increased a bit,No,Confidence increased greatly,Maybe,Confidence increased greatly,Yes,Confidence increased a bit,Other (please specify),"I understand, but I will be looking or asking for more details",Support staff (including technical support),,,,,,High performance computing,,"Life Sciences (Genetics, genomics, bioinformatics )","Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)",,,,,,,,,,Yes,Prefer not to say,,Female,7,"There were many good things learned, such a  feedback, affirmative words, cognitive learners",On-site training will be best!
2018,"I have just completed the training, and am taking it at the event",Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Just right,Too much hands-on,Often,Often,Sometimes,Often,,Some of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No change in motivation,More motivated,No change in motivation,More motivated,More motivated,Slightly less motivated,More motivated,More motivated,More motivated,Yes,No change in confidence,No,Confidence increased slightly,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,Maybe,Confidence increased greatly,"Yes, I understand",,Support staff (including technical support),,,,,,High performance computing,,"Life Sciences (Genetics, genomics, bioinformatics )",,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,3,,More knowledge transfer about the mechanics of teaching.  e.g. more short video demos.
2018,"I have just completed the training, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much hands-on,Often,Often,Often,Often,,Some of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,More motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,Yes,Confidence increased a bit,"Yes, I understand",,Research staff (including research programmer),,Chemistry,,,,High performance computing,,,,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,6,,
2018,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,Often,All of the time,Sometimes,Often,,Some of it,Little or no knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,More motivated,Much more motivated,No change in motivation,No change in motivation,Yes,No change in confidence,No,Confidence increased greatly,Maybe,Confidence increased slightly,Yes,Confidence increased slightly,Yes,Confidence increased greatly,"Yes, I understand",,Other (please specify),Software Developer,,,,,,,,,,,,,,,,,,Yes,Hispanic or Latino(a),,Male,9,,
2018,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,Often,,About half of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Maybe,Confidence increased a bit,Maybe,Confidence increased slightly,No,No change in confidence,No,Confidence increased slightly,Yes,Confidence increased a bit,Could use some more details,,Faculty,,,,,,,,,,,,,,,,,,epidemiology,Yes,White,,Male,7,,
2018,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,Often,Often,"Great work, Sue and Danielle! Thank you for your time and effort over the last 2 days.",Some of it,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased slightly,No increase in my knowledge,No increase in my knowledge,Knowledge increased a great deal,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,N/A - Not covered at this workshop,Knowledge increased slightly,More motivated,More motivated,More motivated,Much more motivated,More motivated,No change in motivation,More motivated,No change in motivation,No change in motivation,Yes,Confidence increased a bit,No,Confidence increased greatly,Maybe,No change in confidence,No,Confidence increased greatly,Maybe,Confidence increased a bit,"Yes, I understand",,Post-doctoral researcher,,Chemistry,,,,High performance computing,,,,,,,Physics,,,,,,Yes,White,,Male,9,Hands on training,Cross-pollination between workshop attendees.
2018,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Thanks. I really enjoyed it.,About half of it,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,No change in motivation,More motivated,Slightly less motivated,Slightly less motivated,No,Confidence increased slightly,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,Yes,No change in confidence,"Yes, I understand",,Faculty,,,,,,,,,,Library and information science,,,,,,,,,Yes,White,,Male,8,,
2018,"I have just completed the training, and am taking it at the event",Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,Often,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No increase in my knowledge,Knowledge increased slightly,More motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,No change in motivation,More motivated,Yes,Confidence increased slightly,Yes,No change in confidence,No,No change in confidence,Maybe,Confidence increased greatly,Yes,Confidence increased slightly,"Yes, I understand",,Other (please specify),Web Developer,,,,,,,,,,,,,,,,,,Yes,White,,Male,7,,
2018,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,Some of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,More motivated,More motivated,More motivated,More motivated,Much more motivated,More motivated,No change in motivation,Much more motivated,More motivated,Maybe,Confidence increased greatly,Yes,Confidence increased a bit,Maybe,Confidence increased slightly,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,"Yes, I understand",,Librarian/archivist,,,,,,,Humanities,,,Library and information science,,,,,,,,,Yes,White,,Female,10,,
